id,city08U,co2TailpipeGpm,comb08U,cylinders,displ,drive,fuelCost08,fuelType,ghgScore,highway08U,make,model,automatictransmission,VClass,year,tCharger,sCharger,atvType,mfrCode,startStop
38773,18.9487,399,22.2954,5,2.5,4,2400,Premium,4,28.4333,Audi,RS 3,1,Subcompact Cars,2018,1,0,Gas,VGA,0
38774,19.0476,395,22.4569,5,2.5,4,2400,Premium,4,28.7452,Audi,TT RS,1,Subcompact Cars,2018,1,0,Gas,VGA,0
38775,25.9151,303,29.2412,4,2,2,1500,Regular,6,34.6815,Audi,A3,1,Subcompact Cars,2018,1,0,Gas,VGA,0
38776,25.0262,315,28.2005,4,2,2,1550,Regular,6,33.3744,Audi,A3 Cabriolet,1,Subcompact Cars,2018,1,0,Gas,VGA,0
38777,22.8912,348,25.6759,4,2,4,2050,Premium,5,30.1602,Mercedes-Benz,AMG CLA45 4matic,1,Compact Cars,2018,1,0,Gas,MBX,1
38778,29.8859,278,31.8498,4,1.5,2,1350,Regular,7,34.6313,Toyota,Yaris,1,Compact Cars,2018,0,0,Gas,TYX,0
38779,30.1161,271,32.5653,4,1.5,2,1300,Regular,8,36.1595,Toyota,Yaris,0,Compact Cars,2018,0,0,Gas,TYX,0
38780,25.2036,304,29.0728,4,2,2,1500,Regular,6,35.7879,Volvo,S60 Inscription FWD,1,Compact Cars,2018,1,0,Gas,VVX,1
38781,25.2036,304,29.0728,4,2,2,1500,Regular,6,35.7879,Volvo,S60 FWD,1,Compact Cars,2018,1,0,Gas,VVX,1
38782,22.2876,345,25.6777,4,2,4,2050,Premium,5,31.5415,Volvo,S60 AWD,1,Compact Cars,2018,1,1,Gas,VVX,1
38783,22.4655,338,26.1551,4,2,4,1650,Regular,5,32.7237,Volvo,S60 Inscription AWD,1,Compact Cars,2018,1,0,Gas,VVX,1
38784,22.4655,338,26.1551,4,2,4,1650,Regular,5,32.7237,Volvo,S60 AWD,1,Compact Cars,2018,1,0,Gas,VVX,1
38785,21.824,354,24.9819,4,2,4,1700,Regular,5,30.3494,Volvo,S60 CC AWD,1,Compact Cars,2018,1,0,Gas,VVX,1
38787,20.7095,366,24.2112,6,3.5,2,1800,Regular,5,30,Toyota,Avalon,1,Midsize Cars,2018,0,0,Gas,TYX,0
38788,23.808,322,27.4532,4,2,2,1950,Premium,6,33.7731,Volvo,S90 FWD,1,Midsize Cars,2018,1,0,Gas,VVX,1
38789,21.5376,354,24.9789,4,2,4,2100,Premium,5,31.0408,Volvo,S90 AWD,1,Midsize Cars,2018,1,1,Gas,VVX,1
38790,23.3858,340,26,4,2,4,2050,Premium,5,31.9159,Volvo,S90 AWD,1,Midsize Cars,2018,1,0,Gas,VVX,1
38791,24.2285,327,27.2948,4,2,2,1600,Regular,6,32.2893,Hyundai,Elantra GT,1,Large Cars,2018,0,0,Gas,HYX,0
38792,23.4563,338,26.4147,4,2,2,1650,Regular,5,31.2288,Hyundai,Elantra GT,0,Large Cars,2018,0,0,Gas,HYX,0
38793,25.2036,304,29.0728,4,2,2,1500,Regular,6,35.7879,Volvo,V60 FWD,1,Small Station Wagons,2018,1,0,Gas,VVX,1
38794,22.2876,345,25.6777,4,2,4,2050,Premium,5,31.5415,Volvo,V60 AWD,1,Small Station Wagons,2018,1,1,Gas,VVX,1
38795,21.824,354,24.9819,4,2,4,1700,Regular,5,30.3494,Volvo,V60 CC AWD,1,Small Station Wagons,2018,1,0,Gas,VVX,1
38796,22.4655,338,26.1551,4,2,4,1650,Regular,5,32.7237,Volvo,V60 AWD,1,Small Station Wagons,2018,1,0,Gas,VVX,1
38797,22.0382,361,24.5243,4,2,4,2100,Premium,5,28.4463,Mercedes-Benz,AMG GLA45 4matic,1,Midsize Station Wagons,2018,1,0,Gas,MBX,1
38798,23.808,322,27.4532,4,2,2,1950,Premium,6,33.7731,Volvo,V90 FWD,1,Midsize Station Wagons,2018,1,0,Gas,VVX,1
38799,21.5376,354,24.9789,4,2,4,2100,Premium,5,31.0408,Volvo,V90 AWD,1,Midsize Station Wagons,2018,1,1,Gas,VVX,1
38800,21.5376,361,24.5042,4,2,4,2100,Premium,5,29.4644,Volvo,V90 CC AWD,1,Midsize Station Wagons,2018,1,1,Gas,VVX,1
38801,22.6076,344,25.6676,4,2,4,2050,Premium,5,30.7555,Volvo,V90 CC AWD,1,Midsize Station Wagons,2018,1,0,Gas,VVX,1
38802,17.821,443,20.2094,6,3.3,2,2150,Regular,4,24.1681,Kia,Sedona,1,Minivan - 2WD,2018,0,0,Gas,KMX,0
38803,18.1909,433,20.6363,6,3.3,2,2050,Regular,4,24.6935,Kia,Sedona SX,1,Minivan - 2WD,2018,0,0,Gas,KMX,0
38804,16.6294,476,18.8039,6,3.3,2,2250,Regular,3,22.3807,Kia,Sedona SXL,1,Minivan - 2WD,2018,0,0,Gas,KMX,0
38805,22.0955,368,24.083,4,2,2,1800,Regular,5,27.0576,Volkswagen,Tiguan,1,Small Sport Utility Vehicle 2WD,2018,1,0,Gas,VGA,1
38806,21.8954,367,24.1233,4,2,4,2200,Premium,5,27.5494,Volvo,XC60 AWD,1,Small Sport Utility Vehicle 4WD,2018,1,0,Gas,VVX,1
38807,20.6019,385,23.0511,4,2,4,2300,Premium,5,26.9699,Volvo,XC60 AWD,1,Small Sport Utility Vehicle 4WD,2018,1,1,Gas,VVX,1
38808,22.3944,353,25.0637,4,2,2,2100,Premium,5,29.3376,Volvo,XC90 FWD,1,Standard Sport Utility Vehicle 2WD,2018,1,0,Gas,VVX,1
38809,19.2317,415,21.3487,4,2,4,2500,Premium,4,24.6674,Audi,Q7,1,Standard Sport Utility Vehicle 4WD,2018,1,0,Gas,VGA,1
38810,20.0221,394,22.5858,4,2,4,2300,Premium,5,26.7761,Volvo,XC90 AWD,1,Standard Sport Utility Vehicle 4WD,2018,1,1,Gas,VVX,1
38811,13.3638,541,16.4401,8,6.2,2,3300,Premium,2,22.8764,Chevrolet,Corvette,1,Two Seaters,2018,0,1,Gas,GMX,0
38812,16.1057,466,19.0435,8,6.2,2,2800,Premium,3,24.5071,Chevrolet,Corvette,0,Two Seaters,2018,0,0,Gas,GMX,0
38813,14.9687,487,18.2557,8,6.2,2,2950,Premium,3,24.9529,Chevrolet,Corvette,1,Two Seaters,2018,0,0,Gas,GMX,0
38814,15.0426,503,17.566,8,6.2,2,2950,Premium,3,22.0964,Chevrolet,Corvette,0,Two Seaters,2018,0,1,Gas,GMX,0
38815,19.1739,396,22.5154,6,3.6,2,1850,Regular,5,28.6091,Chevrolet,Camaro,1,Subcompact Cars,2018,0,0,Gas,GMX,1
38816,13.766,559,15.9091,8,6.2,2,3300,Premium,2,19.6477,Chevrolet,Camaro,0,Subcompact Cars,2018,0,1,Gas,GMX,0
38817,16.4796,457,19.4401,8,6.2,2,2800,Premium,3,24.9093,Chevrolet,Camaro,0,Subcompact Cars,2018,0,0,Gas,GMX,0
38818,16.5545,442,20.1939,8,6.2,2,2650,Premium,4,27,Chevrolet,Camaro,1,Subcompact Cars,2018,0,0,Gas,GMX,0
38819,12.5134,582,15.2654,8,6.2,2,3500,Premium,2,20.8771,Chevrolet,Camaro,1,Subcompact Cars,2018,0,1,Gas,GMX,0
38820,21.6907,354,25.0815,4,2,2,2100,Premium,5,31.0057,Chevrolet,Camaro,1,Subcompact Cars,2018,1,0,Gas,GMX,0
38821,19.814,379,23.3549,4,2,2,2300,Premium,5,29.8817,Chevrolet,Camaro,0,Subcompact Cars,2018,1,0,Gas,GMX,0
38822,25.1342,312,28.4037,4,2,2,1900,Premium,6,33.7731,Jaguar,XE,1,Compact Cars,2018,1,0,Gas,JLX,1
38823,21.6673,360,24.6726,4,2.5,2,1700,Regular,5,29.7091,Chevrolet,Impala,1,Large Cars,2018,0,0,Gas,GMX,1
38824,18.4859,409,21.7518,6,3.6,2,1950,Gasoline or E85,4,27.7421,Chevrolet,Impala,1,Large Cars,2018,0,0,FFV,GMX,0
38825,18.7066,404,22.3561,6,3.6,2,1950,Regular,4,28,Chevrolet,Impala,1,Large Cars,2018,0,0,Gas,GMX,0
38826,17.2268,448,19.8232,6,3.3,4,2650,Premium,4,24.2996,Genesis,G90 AWD,1,Large Cars,2018,1,0,Gas,HYX,0
38827,17.2268,454,19.6835,6,3.3,2,2650,Premium,4,23.8388,Genesis,G90 RWD,1,Large Cars,2018,1,0,Gas,HYX,0
38828,15.4251,493,18.1031,8,5,4,2950,Premium,3,22.9789,Genesis,G90 AWD,1,Large Cars,2018,0,0,Gas,HYX,0
38829,15.7274,482,18.5529,8,5,2,2800,Premium,3,23.7728,Genesis,G90 RWD,1,Large Cars,2018,0,0,Gas,HYX,0
38830,24.5551,334,26.7859,4,2,2,1600,Regular,6,30.1317,Kia,Soul,1,Small Station Wagons,2018,0,0,Gas,KMX,0
38831,19.875,392,22.6,4,2.5,2,1850,Gasoline or E85,5,27.1496,Ford,Transit Connect Van FFV,1,Special Purpose Vehicle 2WD,2018,0,0,FFV,FMX,0
38832,19.1456,404,21.9615,4,2.5,2,1950,Gasoline or E85,4,26.7746,Ford,Transit Connect Wagon LWB FFV,1,Special Purpose Vehicle 2WD,2018,0,0,FFV,FMX,0
38833,19.1456,404,21.9615,4,2.5,2,1950,Gasoline or E85,4,26.7746,Ford,Transit Connect Wagon FFV,1,Special Purpose Vehicle 2WD,2018,0,0,FFV,FMX,0
38834,19.8643,392,22.59,4,2.5,2,1850,Regular,5,27.142,Ford,Transit Connect Van 2WD,1,Special Purpose Vehicle 2WD,2018,0,0,Gas,FMX,0
38835,19.1456,404,21.9615,4,2.5,2,1950,Regular,4,26.7746,Ford,Transit Connect Wagon LWB FWD,1,Special Purpose Vehicle 2WD,2018,0,0,Gas,FMX,0
38836,19.1456,404,21.9615,4,2.5,2,1950,Regular,4,26.7746,Ford,Transit Connect Wagon FWD,1,Special Purpose Vehicle 2WD,2018,0,0,Gas,FMX,0
38837,21.8954,365,23.8056,4,2,4,2200,Premium,5,26.6469,Jaguar,F-Pace,1,Small Sport Utility Vehicle 4WD,2018,1,0,Gas,JLX,1
38838,20.8,382,23.12,4,2,4,1850,Regular,5,26.7692,Volkswagen,Tiguan 4motion,1,Small Sport Utility Vehicle 4WD,2018,1,0,Gas,VGA,1
38839,21.5376,365,24.1803,4,2,4,2200,Premium,5,28.4463,Volvo,XC90 AWD,1,Standard Sport Utility Vehicle 4WD,2018,1,0,Gas,VVX,1
38841,9.9119,731,12.1268,12,6.5,4,4400,Premium,1,16.6834,Lamborghini,Aventador S Coupe,1,Two Seaters,2018,0,0,Gas,VGA,1
38842,9.9119,731,12.1268,12,6.5,4,4400,Premium,1,16.6834,Lamborghini,Aventador Coupe,1,Two Seaters,2018,0,0,Gas,VGA,1
38843,9.6906,751,11.8247,12,6.5,4,4400,Premium,1,16.1797,Lamborghini,Aventador S Roadster,1,Two Seaters,2018,0,0,Gas,VGA,1
38844,9.6906,751,11.8247,12,6.5,4,4400,Premium,1,16.1797,Lamborghini,Aventador Roadster,1,Two Seaters,2018,0,0,Gas,VGA,1
38845,16.2544,486,18.3278,8,4,2,2950,Premium,3,21.7131,Mercedes-Benz,AMG GT S Coupe,1,Two Seaters,2018,1,0,Gas,MBX,1
38846,16.2544,486,18.3278,8,4,2,2950,Premium,3,21.7131,Mercedes-Benz,AMG GT Coupe,1,Two Seaters,2018,1,0,Gas,MBX,1
38847,15.9536,490,18.0314,8,4,2,2950,Premium,3,21.4451,Mercedes-Benz,AMG GT Roadster,1,Two Seaters,2018,1,0,Gas,MBX,1
38848,16.4811,437,20.2957,6,3.6,2,2150,Regular,4,28.302,Chevrolet,Camaro,0,Subcompact Cars,2018,0,0,Gas,GMX,1
38849,26.8552,292,30.3308,4,1.5,2,1450,Regular,7,36.0301,Chevrolet,Malibu,1,Midsize Cars,2018,1,0,Gas,GMX,1
38850,22.3944,344,25.7929,4,2,2,2050,Premium,5,31.6665,Chevrolet,Malibu,1,Midsize Cars,2018,1,0,Gas,GMX,1
38851,25.1342,312,28.4037,4,2,2,1900,Premium,6,33.7731,Jaguar,XF,1,Midsize Cars,2018,1,0,Gas,JLX,1
38852,23.2447,333,26.6728,4,2,4,1950,Premium,6,32.5377,Jaguar,XF AWD,1,Midsize Cars,2018,1,0,Gas,JLX,1
38853,25.3391,311,28.5004,4,2.5,4,1500,Regular,6,33.6283,Subaru,Legacy AWD,1,Midsize Cars,2018,0,0,Gas,FJX,0
38854,19.7311,387,22.8491,6,3.6,4,1850,Regular,5,28.3185,Subaru,Legacy AWD,1,Midsize Cars,2018,0,0,Gas,FJX,0
38855,16,493,18,6,3.7,4,2400,Regular,3,23.1116,Lincoln,MKT Livery AWD,1,Special Purpose Vehicle 4WD,2018,0,0,Gas,FMX,0
38856,24.9471,320,27.7529,4,2.5,4,1550,Regular,6,32.1759,Subaru,Outback AWD,1,Small Sport Utility Vehicle 4WD,2018,0,0,Gas,FJX,0
38857,19.5853,398,22.3176,6,3.6,4,1950,Regular,4,26.9053,Subaru,Outback AWD,1,Small Sport Utility Vehicle 4WD,2018,0,0,Gas,FJX,0
38858,16,468,19,6,3.5,2,2250,Regular,3,23,Ford,Flex FWD,1,Standard Sport Utility Vehicle 2WD,2018,0,0,Gas,FMX,0
38859,16,468,19,6,3.7,2,2250,Regular,3,24.0365,Lincoln,MKT FWD,1,Standard Sport Utility Vehicle 2WD,2018,0,0,Gas,FMX,0
38860,16.3098,494,18,6,3.5,4,2400,Regular,3,22.1406,Ford,Flex AWD,1,Standard Sport Utility Vehicle 4WD,2018,0,0,Gas,FMX,0
38861,15,523,17,6,3.5,4,2550,Regular,3,21,Ford,Flex AWD,1,Standard Sport Utility Vehicle 4WD,2018,1,0,Gas,FMX,0
38862,15,523,17,6,3.5,4,2550,Regular,3,21,Lincoln,MKT AWD,1,Standard Sport Utility Vehicle 4WD,2018,1,0,Gas,FMX,0
38864,31.925,284,35.8667,4,2,2,1350,Diesel,7,42.2412,Jaguar,XE,1,Compact Cars,2018,1,0,Diesel,JLX,1
38865,30.1512,299,34.0109,4,2,4,1400,Diesel,7,40.3193,Jaguar,XE AWD,1,Compact Cars,2018,1,0,Diesel,JLX,1
38866,27.6717,281,31.4575,4,2,2,1400,Regular,7,37.7738,Mazda,3 4-Door,0,Compact Cars,2018,0,0,Gas,TKX,0
38867,27.9425,283,31.4,4,2,2,1400,Regular,7,36.9949,Mazda,3 4-Door,1,Compact Cars,2018,0,0,Gas,TKX,0
38868,26.7869,293,30.2055,4,2.5,2,1450,Regular,7,35.7879,Mazda,3 4-Door,1,Compact Cars,2018,0,0,Gas,TKX,0
38869,28.5494,290,31.0651,4,2,2,1400,Regular,7,34,Mazda,CX-3 2WD,1,Compact Cars,2018,0,0,Gas,TKX,0
38870,26.6501,308,28.6494,4,2,4,1500,Regular,6,31.5415,Mazda,CX-3 4WD,1,Compact Cars,2018,0,0,Gas,TKX,0
38871,31.0756,289,35.1055,4,2,2,1350,Diesel,7,41.7197,Jaguar,XF,1,Midsize Cars,2018,1,0,Diesel,JLX,1
38872,30.1512,299,34.0109,4,2,4,1400,Diesel,7,40.3193,Jaguar,XF AWD,1,Midsize Cars,2018,1,0,Diesel,JLX,1
38873,27.4002,286,30.9442,4,2,2,1400,Regular,7,36.7543,Mazda,3 5-Door,0,Midsize Cars,2018,0,0,Gas,TKX,0
38874,28.1452,280,31.5207,4,2,2,1350,Regular,7,36.9348,Mazda,3 5-Door,1,Midsize Cars,2018,0,0,Gas,TKX,0
38875,26,301,30.0993,4,2.5,2,1450,Regular,7,35,Mazda,3 5-Door,1,Midsize Cars,2018,0,0,Gas,TKX,0
38876,23.7377,331,26.7117,4,2,4,1600,Regular,6,31.5415,Subaru,Impreza 4-Door,0,Midsize Cars,2018,0,0,Gas,FJX,0
38877,27.8377,282,31.5303,4,2,4,1350,Regular,7,37.6313,Subaru,Impreza 4-Door,1,Midsize Cars,2018,0,0,Gas,FJX,0
38878,23.3858,337,26.2235,4,2,4,1650,Regular,5,30.7898,Subaru,Impreza Sport 4-Door,0,Midsize Cars,2018,0,0,Gas,FJX,0
38879,27.1281,291,30.443,4,2,4,1450,Regular,7,35.7879,Subaru,Impreza Sport 4-Door,1,Midsize Cars,2018,0,0,Gas,FJX,0
38880,29,264,33.9783,4,2.5,2,1250,Regular,8,41.4291,Toyota,Camry,1,Midsize Cars,2018,0,0,Gas,TYX,0
38881,22.3944,338,26.1901,6,3.5,2,1650,Regular,5,33.0332,Toyota,Camry,1,Midsize Cars,2018,0,0,Gas,TYX,0
38882,22.0593,345,25.6424,6,3.5,2,1650,Regular,5,31.9939,Toyota,Camry XSE,1,Midsize Cars,2018,0,0,Gas,TYX,0
38883,27.992,277,32.0713,4,2.5,2,1350,Regular,7,39.0216,Toyota,Camry LE/SE,1,Midsize Cars,2018,0,0,Gas,TYX,0
38884,28.1962,274,32.296,4,2.5,2,1350,Regular,7,39.276,Toyota,Camry XLE/XSE,1,Midsize Cars,2018,0,0,Gas,TYX,0
38885,25.6879,317,28.117,4,1.6,2,1550,Regular,6,31.7913,Hyundai,Elantra GT,1,Large Cars,2018,1,0,Gas,HYX,0
38886,21.8954,363,24.5735,4,1.6,2,1700,Regular,5,28.8926,Hyundai,Elantra GT,0,Large Cars,2018,1,0,Gas,HYX,0
38887,24.9259,330,26.9917,4,1.6,2,1600,Regular,6,30.034,Kia,Soul,1,Small Station Wagons,2018,0,0,Gas,KMX,0
38888,24.3683,335,26.6288,4,1.6,2,1600,Regular,6,30.034,Kia,Soul,0,Small Station Wagons,2018,0,0,Gas,KMX,0
38889,25.7569,320,27.7325,4,1.6,2,1550,Regular,6,30.6012,Kia,Soul,1,Small Station Wagons,2018,1,0,Gas,KMX,0
38890,23.5971,335,26.4104,4,2,4,1650,Regular,5,30.9153,Subaru,Impreza 5-Door,0,Small Station Wagons,2018,0,0,Gas,FJX,0
38891,28.1513,282,31.4399,4,2,4,1400,Regular,7,36.6766,Subaru,Impreza 5-Door,1,Small Station Wagons,2018,0,0,Gas,FJX,0
38892,22.3944,351,25.2689,4,2,4,1700,Regular,5,29.9708,Subaru,Impreza Sport 5-Door,0,Small Station Wagons,2018,0,0,Gas,FJX,0
38893,27.1962,292,30.2489,4,2,4,1450,Regular,7,35.0586,Subaru,Impreza Sport 5-Door,1,Small Station Wagons,2018,0,0,Gas,FJX,0
38894,22.1809,350,25.4013,4,2.4,2,1700,Regular,5,30.8811,Jeep,Compass FWD,1,Small Sport Utility Vehicle 2WD,2018,0,0,Gas,CRX,1
38895,22.6786,339,26.1675,4,2.4,2,1650,Regular,5,32.2272,Jeep,Compass FWD,0,Small Sport Utility Vehicle 2WD,2018,0,0,Gas,CRX,0
38896,26.4446,352,28.9439,4,2,4,1650,Diesel,5,32.7237,Jaguar,F-Pace,1,Small Sport Utility Vehicle 4WD,2018,1,0,Diesel,JLX,1
38897,21.7524,358,24.8726,4,2.4,4,1700,Regular,5,30.1602,Jeep,Compass 4WD,1,Small Sport Utility Vehicle 4WD,2018,0,0,Gas,CRX,1
38898,21.6785,355,25.0366,4,2.4,4,1700,Regular,5,30.8836,Jeep,Compass 4WD,0,Small Sport Utility Vehicle 4WD,2018,0,0,Gas,CRX,0
38899,8.7889,840,10.5921,16,8,4,4800,Premium,1,14.1373,Bugatti,Chiron,1,Two Seaters,2018,1,0,Gas,VGA,0
38900,22.8034,358,24.6524,4,2,4,2100,Premium,5,27.3644,Audi,TTS Coupe,1,Subcompact Cars,2018,1,0,Gas,VGA,0
38901,22.2207,359,24.5778,4,2,4,2100,Premium,5,28.2391,Audi,S3,1,Subcompact Cars,2018,1,0,Gas,VGA,0
38902,19.8764,397,22.3274,6,3,2,2400,Premium,4,26.2896,Mercedes-Benz,E400 Coupe,1,Subcompact Cars,2018,1,0,Gas,MBX,1
38903,19.9857,394,22.4457,6,3,4,2400,Premium,4,26.4203,Mercedes-Benz,E400 4matic Coupe,1,Subcompact Cars,2018,1,0,Gas,MBX,1
38904,25.8394,305,28.9182,4,2,2,1500,Regular,6,33.8472,Volkswagen,Beetle Dune Convertible,1,Subcompact Cars,2018,1,0,Gas,VGA,0
38905,26.028,308,28.7387,4,2,2,1500,Regular,6,32.9303,Volkswagen,Beetle Convertible,1,Subcompact Cars,2018,1,0,Gas,VGA,0
38906,19.3663,398,22.3352,6,3.6,4,1950,Regular,4,27.4851,Cadillac,ATS AWD,1,Compact Cars,2018,0,0,Gas,GMX,1
38907,16.9285,469,19.7749,6,3.6,2,2650,Premium,4,24.89,Cadillac,ATS-V,1,Compact Cars,2018,1,0,Gas,GMX,0
38908,21.7524,358,24.6964,4,2,4,2100,Premium,5,29.5912,Cadillac,ATS AWD,1,Compact Cars,2018,1,0,Gas,GMX,1
38909,23.8782,321,27.6136,4,2,4,1900,Premium,6,34.1416,Jaguar,XE AWD,1,Compact Cars,2018,1,0,Gas,JLX,1
38910,25.8394,305,28.9182,4,2,2,1500,Regular,6,33.8472,Volkswagen,Beetle Dune,1,Compact Cars,2018,1,0,Gas,VGA,0
38911,26.028,308,28.7387,4,2,2,1500,Regular,6,32.9303,Volkswagen,Beetle,1,Compact Cars,2018,1,0,Gas,VGA,0
38912,21.1004,366,24.1045,4,2,4,2200,Premium,5,29.1824,Volkswagen,Golf R,0,Compact Cars,2018,1,0,Gas,VGA,0
38913,22.2564,354,24.9448,4,2,4,2100,Premium,5,29.2653,Volkswagen,Golf R,1,Compact Cars,2018,1,0,Gas,VGA,0
38914,20.3418,378,23.3924,6,3,4,2300,Premium,5,28.6426,Audi,A6 quattro,1,Midsize Cars,2018,0,1,Gas,VGA,1
38915,20.3418,378,23.3924,6,3,4,2300,Premium,5,28.6426,Audi,A7 quattro,1,Midsize Cars,2018,0,1,Gas,VGA,1
38916,19.3663,398,22.3352,6,3.6,4,1950,Regular,4,27.4851,Cadillac,CTS AWD,1,Midsize Cars,2018,0,0,Gas,GMX,1
38917,22.3944,348,25.4385,4,2,2,2100,Premium,5,30.5068,Cadillac,ATS,1,Compact Cars,2018,1,0,Gas,GMX,1
38918,21,368,24,4,2,4,2200,Premium,5,29,Cadillac,CTS AWD,1,Midsize Cars,2018,1,0,Gas,GMX,1
38919,16,488,19,6,3.6,2,2800,Premium,3,24,Cadillac,CTS,1,Midsize Cars,2018,1,0,Gas,GMX,0
38920,20.3124,376,23.6312,6,3.6,2,1800,Regular,5,29.5278,Cadillac,ATS,1,Compact Cars,2018,0,0,Gas,GMX,1
38921,20.3124,376,23.6312,6,3.6,2,1800,Regular,5,29.5278,Cadillac,CTS,1,Midsize Cars,2018,0,0,Gas,GMX,1
38922,14.2845,530,16.7544,8,6.2,2,3100,Premium,3,21.2439,Cadillac,CTS-V,1,Midsize Cars,2018,0,1,Gas,GMX,0
38923,19.5739,388,22.8006,4,2,2,2300,Premium,5,28.5535,Cadillac,ATS,0,Compact Cars,2018,1,0,Gas,GMX,1
38924,26.4716,305,29.1938,4,1.6,2,1500,Regular,6,33.3906,Hyundai,Elantra,1,Midsize Cars,2018,1,0,Gas,HYX,0
38925,21.9668,356,25.0067,4,1.6,2,1700,Regular,5,30.0971,Hyundai,Elantra,0,Midsize Cars,2018,1,0,Gas,HYX,0
38926,31.5612,256,34.8198,4,1.4,2,1250,Regular,8,39.8483,Hyundai,Elantra,1,Midsize Cars,2018,1,0,Gas,HYX,0
38927,19.8036,387,23.0508,6,3,2,2300,Premium,5,28.8283,Infiniti,Q50,1,Midsize Cars,2018,1,0,Gas,NSX,0
38928,18.9105,408,21.8463,6,3,4,2400,Premium,4,26.9624,Infiniti,Q50 AWD,1,Midsize Cars,2018,1,0,Gas,NSX,0
38929,19.5112,404,22.0312,6,3,2,2400,Premium,4,26.1609,Infiniti,Q50 Red Sport,1,Midsize Cars,2018,1,0,Gas,NSX,0
38930,19.4367,405,21.9477,6,3,4,2400,Premium,4,26.0629,Infiniti,Q50 Red Sport  AWD,1,Midsize Cars,2018,1,0,Gas,NSX,0
38931,22.714,349,25.4469,4,2,2,2100,Premium,5,29.8341,Infiniti,Q50,1,Midsize Cars,2018,1,0,Gas,NSX,1
38932,21.9775,368,24.1639,4,2,4,2200,Premium,5,27.5087,Infiniti,Q50 AWD,1,Midsize Cars,2018,1,0,Gas,NSX,1
38933,28.6542,279,31.9841,4,2,2,1350,Regular,7,37.2791,Kia,Forte,1,Midsize Cars,2018,0,0,Gas,KMX,0
38934,24.9954,314,28.4977,4,2,2,1550,Regular,6,34.3867,Kia,Forte,0,Midsize Cars,2018,0,0,Gas,KMX,0
38935,24.9747,318,28.1819,4,2,2,1550,Regular,6,33.4286,Kia,Forte,1,Midsize Cars,2018,0,0,Gas,KMX,0
38938,25.2941,302,29.218,4,2,2,1500,Regular,6,36.0541,Volkswagen,Passat,1,Midsize Cars,2018,1,0,Gas,VGA,0
38939,18.6853,397,22.3303,6,3,4,2400,Premium,4,29.3211,Audi,A8 L,1,Large Cars,2018,0,1,Gas,VGA,1
38940,18.341,416,21.3375,6,3.6,4,2050,Regular,4,26.6614,Cadillac,CT6 AWD,1,Large Cars,2018,0,0,Gas,GMX,1
38941,24.9081,317,28.1716,4,2,2,1550,Regular,6,33.5432,Kia,Forte 5,1,Large Cars,2018,0,0,Gas,KMX,0
38943,17.5807,448,19.8293,6,4.3,2,2150,Gasoline or E85,4,23.5036,Chevrolet,Silverado C15 2WD,1,Standard Pickup Trucks 2WD,2018,0,0,FFV,GMX,0
38945,17.5871,448,19.8358,6,4.3,2,2150,Gasoline or E85,4,23.5099,GMC,Sierra C15 2WD,1,Standard Pickup Trucks 2WD,2018,0,0,FFV,GMX,0
38947,16.6914,473,18.8013,6,4.3,4,2250,Gasoline or E85,3,22.2367,Chevrolet,Silverado K15 4WD,1,Standard Pickup Trucks 4WD,2018,0,0,FFV,GMX,0
38949,16.6478,474,18.7582,6,4.3,4,2250,Gasoline or E85,3,22.1973,GMC,Sierra K15 4WD,1,Standard Pickup Trucks 4WD,2018,0,0,FFV,GMX,0
38950,27.4002,298,29.7891,4,1.4,2,1450,Regular,7,33.342,Buick,Encore,1,Small Sport Utility Vehicle 2WD,2018,1,0,Gas,GMX,1
38951,19.3338,405,21.922,6,3.6,2,1950,Regular,4,26.2106,Cadillac,XT5,1,Small Sport Utility Vehicle 2WD,2018,0,0,Gas,GMX,1
38952,21.7524,364,24.3076,4,2,2,2200,Premium,5,28.3824,Mercedes-Benz,GLC300,1,Small Sport Utility Vehicle 2WD,2018,1,0,Gas,MBX,1
38953,18.3385,423,20.9246,6,3.6,4,2050,Regular,4,25.2823,Cadillac,XT5 AWD,1,Small Sport Utility Vehicle 4WD,2018,0,0,Gas,GMX,1
38954,21.1067,374,23.6314,4,2,4,2200,Premium,5,27.6779,Mercedes-Benz,GLC300 4matic,1,Small Sport Utility Vehicle 4WD,2018,1,0,Gas,MBX,1
38955,18.0431,443,20.1514,6,3,4,2650,Premium,4,23.5087,Mercedes-Benz,AMG GLC43 4matic,1,Small Sport Utility Vehicle 4WD,2018,1,0,Gas,MBX,1
38956,18.2647,416,21.3866,6,3.6,2,2050,Regular,4,27.0342,Chevrolet,Traverse FWD,1,Standard Sport Utility Vehicle 2WD,2018,0,0,Gas,GMX,1
38957,21,386,23.2865,4,2.5,2,1850,Regular,5,25.7896,GMC,Acadia FWD,1,Standard Sport Utility Vehicle 2WD,2018,0,0,Gas,GMX,0
38958,17.8951,423,20.6817,6,3.6,2,2050,Regular,4,25,GMC,Acadia FWD,1,Standard Sport Utility Vehicle 2WD,2018,0,0,Gas,GMX,0
38959,18.7066,419,21.1032,6,3,4,2500,Premium,4,25.0209,Audi,Q7,1,Standard Sport Utility Vehicle 4WD,2018,0,1,Gas,VGA,0
